RAMO,ID_UR,EJERCICIO,TRIMESTRE,INSTITUCION,AUDITORÍAS_REALIZADAS,OBSERVACIONES_DETERMINADAS
19,GYN,2015,20151001/20151231,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,31,84
19,GYN,2015,20150101/20150331,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,30,92
19,GYR,2015,20150401/20150630,INSTITUTO MEXICANO DEL SEGURO SOCIAL,8,524
19,GYR,2015,20150701/20150930,INSTITUTO MEXICANO DEL SEGURO SOCIAL,8,320
19,GYR,2015,20151001/20151231,INSTITUTO MEXICANO DEL SEGURO SOCIAL,7,250
19,GYR,2015,20150101/20150331,INSTITUTO MEXICANO DEL SEGURO SOCIAL,6,217
19,HC6,2015,20150401/20150630,FONDO DE LA VIVIENDA DEL ISSSTE,3,13
19,HC6,2015,20150701/20150930,FONDO DE LA VIVIENDA DEL ISSSTE,3,11
19,HC6,2015,20151001/20151231,FONDO DE LA VIVIENDA DEL ISSSTE,2,1
19,HC6,2015,20150101/20150331,FONDO DE LA VIVIENDA DEL ISSSTE,2,6
20,0,2015,20150701/20150930,SECRETARIA DE DESARROLLO SOCIAL,5,19
20,0,2015,20151001/20151231,SECRETARIA DE DESARROLLO SOCIAL,3,10
20,0,2015,20150101/20150331,SECRETARIA DE DESARROLLO SOCIAL,4,15
20,0,2015,20150401/20150630,SECRETARIA DE DESARROLLO SOCIAL,6,34
20,G00,2015,20150401/20150630,COORDINACION NACIONAL DE PROSPERA PROGRAMA DE INCLUSION SOCIAL,3,9
20,G00,2015,20150701/20150930,COORDINACION NACIONAL DE PROSPERA PROGRAMA DE INCLUSION SOCIAL,2,14
20,G00,2015,20151001/20151231,COORDINACION NACIONAL DE PROSPERA PROGRAMA DE INCLUSION SOCIAL,2,18
20,G00,2015,20150101/20150331,COORDINACION NACIONAL DE PROSPERA PROGRAMA DE INCLUSION SOCIAL,2,6
20,L00,2015,20150401/20150630,"INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS "" ISMAEL COSÍO VILLEGAS""",1,8
20,L00,2015,20150401/20150630,INSTITUTO NACIONAL DE CIENCIAS PENALES,1,3
20,L00,2015,20150401/20150630,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,2,2
20,L00,2015,20150401/20150630,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRÍCOLAS Y PECUARI AS",1,8
20,L00,2015,20150701/20150930,INSTITUTO NACIONAL DE CIENCIAS PENALES,1,2
20,L00,2015,20150701/20150930,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRÍCOLAS Y PECUARI AS",2,2
20,L00,2015,20150701/20150930,"INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS "" ISMAEL COSÍO VILLEGAS""",2,7
20,L00,2015,20150701/20150930,"INSTITUTO NACIONAL DE CIENCIAS MÉDICAS Y NUTRICIÓN ""SALVADOR ZUBIRÁN""",2,4
20,L00,2015,20150701/20150930,"INSTITUTO NACIONAL DE CARDIOLOGÍA ""IGNACIO CHÁVEZ""",1,4
20,L00,2015,20150701/20150930,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,2,10
20,L00,2015,20151001/20151231,"INSTITUTO NACIONAL DE CARDIOLOGÍA ""IGNACIO CHÁVEZ""",1,2
20,L00,2015,20151001/20151231,INSTITUTO NACIONAL DE CIENCIAS PENALES,1,2
20,L00,2015,20151001/20151231,"INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS "" ISMAEL COSÍO VILLEGAS""",2,4
20,L00,2015,20151001/20151231,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRÍCOLAS Y PECUARI AS",1,1
20,L00,2015,20151001/20151231,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,2,9
20,L00,2015,20151001/20151231,"INSTITUTO NACIONAL DE CIENCIAS MÉDICAS Y NUTRICIÓN ""SALVADOR ZUBIRÁN""",2,13
20,L00,2015,20150101/20150331,"INSTITUTO NACIONAL DE CARDIOLOGÍA ""IGNACIO CHÁVEZ""",2,10
20,L00,2015,20150101/20150331,INSTITUTO NACIONAL DE CIENCIAS PENALES,1,3
20,L00,2015,20150101/20150331,"INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS "" ISMAEL COSÍO VILLEGAS""",1,1
20,L00,2015,20150101/20150331,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,2,4
20,L00,2015,20150101/20150331,"INSTITUTO NACIONAL DE CIENCIAS MÉDICAS Y NUTRICIÓN ""SALVADOR ZUBIRÁN""",1,2
20,L00,2015,20150101/20150331,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRÍCOLAS Y PECUARI AS",1,5
20,L00,2015,20150401/20150630,"INSTITUTO NACIONAL DE CIENCIAS MÉDICAS Y NUTRICIÓN ""SALVADOR ZUBIRÁN""",2,3
20,L00,2015,20150401/20150630,"INSTITUTO NACIONAL DE CARDIOLOGÍA ""IGNACIO CHÁVEZ""",2,3
20,V3A,2015,20150401/20150630,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,2,11
20,V3A,2015,20150701/20150930,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,1,6
20,V3A,2015,20151001/20151231,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,2,3
20,V3A,2015,20150101/20150331,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,1,2
20,VQZ,2015,20150401/20150630,CONSEJO NACIONAL DE EVALUACIÓN DE LA POLÍTICA DE DESARROLLO SOCIAL,1,9
20,VQZ,2015,20151001/20151231,CONSEJO NACIONAL DE EVALUACIÓN DE LA POLÍTICA DE DESARROLLO SOCIAL,1,4
20,VSS,2015,20150401/20150630,"DICONSA, S.A. DE C.V.",3,36
20,VSS,2015,20150701/20150930,"DICONSA, S.A. DE C.V.",3,27
20,VSS,2015,20151001/20151231,"DICONSA, S.A. DE C.V.",5,21
20,VSS,2015,20150101/20150331,"DICONSA, S.A. DE C.V.",3,29
20,VST,2015,20150401/20150630,"LICONSA, S.A. DE C.V.",4,25
20,VST,2015,20150701/20150930,"LICONSA, S.A. DE C.V.",3,17
20,VST,2015,20151001/20151231,"LICONSA, S.A. DE C.V.",3,33
20,VST,2015,20150101/20150331,"LICONSA, S.A. DE C.V.",2,11
20,VUY,2015,20150401/20150630,INSTITUTO MEXICANO DE LA JUVENTUD,1,3
20,VUY,2015,20150701/20150930,INSTITUTO MEXICANO DE LA JUVENTUD,2,3
20,VUY,2015,20151001/20151231,INSTITUTO MEXICANO DE LA JUVENTUD,1,2
20,VUY,2015,20150101/20150331,INSTITUTO MEXICANO DE LA JUVENTUD,1,2
20,VZG,2015,20150401/20150630,FONDO NACIONAL PARA EL FOMENTO DE LAS ARTESANÍAS,1,8
20,VZG,2015,20150701/20150930,"HOSPITAL GENERAL ""DR. MANUEL GEA GONZÁLEZ""",2,18
20,VZG,2015,20150701/20150930,FONDO NACIONAL PARA EL FOMENTO DE LAS ARTESANÍAS,1,6
20,VZG,2015,20151001/20151231,FONDO NACIONAL PARA EL FOMENTO DE LAS ARTESANÍAS,2,17
20,VZG,2015,20151001/20151231,"HOSPITAL GENERAL ""DR. MANUEL GEA GONZÁLEZ""",2,10
20,VZG,2015,20150101/20150331,"HOSPITAL GENERAL ""DR. MANUEL GEA GONZÁLEZ""",2,8
20,VZG,2015,20150101/20150331,FONDO NACIONAL PARA EL FOMENTO DE LAS ARTESANÍAS,2,14
20,VZG,2015,20150401/20150630,"HOSPITAL GENERAL ""DR. MANUEL GEA GONZÁLEZ""",2,8
21,W3J,2015,20150401/20150630,"CONSEJO DE PROMOCIÓN TURÍSTICA DE MÉXICO, S.A. DE C.V.",3,30
21,W3J,2015,20150701/20150930,"CONSEJO DE PROMOCIÓN TURÍSTICA DE MÉXICO, S.A. DE C.V.",3,20
21,W3J,2015,20151001/20151231,"CONSEJO DE PROMOCIÓN TURÍSTICA DE MÉXICO, S.A. DE C.V.",3,30
21,W3N,2015,20150401/20150630,FONDO NACIONAL DE FOMENTO AL TURISMO,3,11
21,W3N,2015,20150701/20150930,FONDO NACIONAL DE FOMENTO AL TURISMO,5,17
21,W3N,2015,20151001/20151231,FONDO NACIONAL DE FOMENTO AL TURISMO,4,19
21,W3N,2015,20150101/20150331,FONDO NACIONAL DE FOMENTO AL TURISMO,3,9
25,C00,2015,20150401/20150630,Autoridad Educativa Federal en la Ciudad de México,4,13
25,C00,2015,20150401/20150630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO MADERO, S.A. DE C.V.",2,1
25,C00,2015,20150401/20150630,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE DOS BOCAS, S.A. DE C.V.",2,2
25,C00,2015,20150701/20150930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE DOS BOCAS, S.A. DE C.V.",2,5
25,C00,2015,20150701/20150930,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO MADERO, S.A. DE C.V.",2,0
25,C00,2015,20150701/20150930,Autoridad Educativa Federal en la Ciudad de México,3,14
25,C00,2015,20151001/20151231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO MADERO, S.A. DE C.V.",1,0
25,C00,2015,20151001/20151231,Autoridad Educativa Federal en la Ciudad de México,3,13
25,C00,2015,20151001/20151231,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE DOS BOCAS, S.A. DE C.V.",2,3
25,C00,2015,20150101/20150331,Autoridad Educativa Federal en la Ciudad de México,3,16
25,C00,2015,20150101/20150331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE DOS BOCAS, S.A. DE C.V.",1,6
25,C00,2015,20150101/20150331,"ADMINISTRACIÓN PORTUARIA INTEGRAL DE PUERTO MADERO, S.A. DE C.V.",2,1
37,100,2015,20150401/20150630,CONSEJERÍA JURÍDICA DEL EJECUTIVO FEDERAL,1,2
37,100,2015,20150701/20150930,CONSEJERÍA JURÍDICA DEL EJECUTIVO FEDERAL,1,1
37,100,2015,20151001/20151231,CONSEJERÍA JURÍDICA DEL EJECUTIVO FEDERAL,2,3
37,100,2015,20150101/20150331,CONSEJERÍA JURÍDICA DEL EJECUTIVO FEDERAL,1,1
38,90G,2015,20150401/20150630,"CIATEC, A.C. Centro de Innovación Aplicada en Tecnologías Competitivas",2,9
38,90G,2015,20150701/20150930,"CIATEC, A.C. Centro de Innovación Aplicada en Tecnologías Competitivas",1,3
38,90G,2015,20151001/20151231,"CIATEC, A.C. Centro de Innovación Aplicada en Tecnologías Competitivas",1,4
38,90G,2015,20150101/20150331,"CIATEC, A.C. Centro de Innovación Aplicada en Tecnologías Competitivas",1,2
38,90O,2015,20150401/20150630,"CENTRO DE INVESTIGACIONES BIOLÓGICAS DEL NOROESTE, S.C.",2,16
38,90O,2015,20150701/20150930,"CENTRO DE INVESTIGACIONES BIOLÓGICAS DEL NOROESTE, S.C.",3,11
38,90O,2015,20151001/20151231,"CENTRO DE INVESTIGACIONES BIOLÓGICAS DEL NOROESTE, S.C.",3,9
38,90O,2015,20150101/20150331,"CENTRO DE INVESTIGACIONES BIOLÓGICAS DEL NOROESTE, S.C.",2,9
38,90S,2015,20150401/20150630,"CENTRO DE INVESTIGACIONES EN ÓPTICA, A.C.",1,2
38,90S,2015,20150701/20150930,"CENTRO DE INVESTIGACIONES EN ÓPTICA, A.C.",2,2
38,90S,2015,20151001/20151231,"CENTRO DE INVESTIGACIONES EN ÓPTICA, A.C.",1,2
38,90S,2015,20150101/20150331,"CENTRO DE INVESTIGACIONES EN ÓPTICA, A.C.",2,3
38,90W,2015,20150401/20150630,CENTRO REGIONAL DE ALTA ESPECIALIDAD DE CHIAPAS,2,7
38,90W,2015,20150401/20150630,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGÍA SOCIAL,2,2
38,90W,2015,20150401/20150630,CENTRO NACIONAL DE METROLOGÍA,3,5
38,90W,2015,20150701/20150930,CENTRO REGIONAL DE ALTA ESPECIALIDAD DE CHIAPAS,2,7
38,90W,2015,20150701/20150930,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGÍA SOCIAL,1,2
38,90W,2015,20150701/20150930,CENTRO NACIONAL DE METROLOGÍA,2,3
38,90W,2015,20151001/20151231,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGÍA SOCIAL,1,2
38,90W,2015,20151001/20151231,CENTRO NACIONAL DE METROLOGÍA,2,3
38,90W,2015,20151001/20151231,CENTRO REGIONAL DE ALTA ESPECIALIDAD DE CHIAPAS,1,6
38,90W,2015,20150101/20150331,CENTRO NACIONAL DE METROLOGÍA,1,2
38,90W,2015,20150101/20150331,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGÍA SOCIAL,1,1
38,90W,2015,20150101/20150331,CENTRO REGIONAL DE ALTA ESPECIALIDAD DE CHIAPAS,1,4
38,90X,2015,20150401/20150630,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,5,24
38,90X,2015,20150701/20150930,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGÍA,2,16
38,90X,2015,20150701/20150930,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,5,20
38,90X,2015,20151001/20151231,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGÍA,3,4
38,90X,2015,20151001/20151231,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,5,16
38,90X,2015,20150101/20150331,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,5,35
38,90X,2015,20150401/20150630,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGÍA,2,18
38,90Y,2015,20150401/20150630,"CIATEQ, A.C. Centro de Tecnología Avanzada",2,3
38,90Y,2015,20150701/20150930,"CIATEQ, A.C. Centro de Tecnología Avanzada",1,3
38,90Y,2015,20151001/20151231,"CIATEQ, A.C. Centro de Tecnología Avanzada",1,0
38,90Y,2015,20150101/20150331,"CIATEQ, A.C. Centro de Tecnología Avanzada",2,5
38,91A,2015,20150401/20150630,"CORPORACIÓN MEXICANA DE INVESTIGACIÓN EN MATERIALES, S.A. DE C.V.",2,9
38,91A,2015,20150701/20150930,"CORPORACIÓN MEXICANA DE INVESTIGACIÓN EN MATERIALES, S.A. DE C.V.",2,5
38,91A,2015,20151001/20151231,"CORPORACIÓN MEXICANA DE INVESTIGACIÓN EN MATERIALES, S.A. DE C.V.",2,0
38,91A,2015,20150101/20150331,"CORPORACIÓN MEXICANA DE INVESTIGACIÓN EN MATERIALES, S.A. DE C.V.",2,0
38,91C,2015,20150401/20150630,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",2,5
38,91C,2015,20150701/20150930,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",2,3
38,91C,2015,20151001/20151231,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",3,4
38,91C,2015,20150101/20150331,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",2,4
38,91E,2015,20150401/20150630,EL COLEGIO DE LA FRONTERA SUR,1,2
38,91E,2015,20150701/20150930,EL COLEGIO DE LA FRONTERA SUR,1,1
38,91E,2015,20151001/20151231,EL COLEGIO DE LA FRONTERA SUR,1,1
38,91E,2015,20150101/20150331,EL COLEGIO DE LA FRONTERA SUR,1,3
38,91I,2015,20150401/20150630,"EL COLEGIO DE MICHOACÁN, A.C.",2,8
38,91I,2015,20150701/20150930,"EL COLEGIO DE MICHOACÁN, A.C.",3,7
38,91I,2015,20151001/20151231,"EL COLEGIO DE MICHOACÁN, A.C.",1,2
38,91I,2015,20150101/20150331,"EL COLEGIO DE MICHOACÁN, A.C.",2,5
38,91K,2015,20150401/20150630,"EL COLEGIO DE SAN LUIS, A.C.",1,0
38,91K,2015,20150701/20150930,"EL COLEGIO DE SAN LUIS, A.C.",1,0
38,91K,2015,20151001/20151231,"EL COLEGIO DE SAN LUIS, A.C.",1,0
38,91K,2015,20150101/20150331,"EL COLEGIO DE SAN LUIS, A.C.",1,0
38,91M,2015,20150401/20150630,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,2,19
38,91M,2015,20150701/20150930,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,2,14
38,91M,2015,20151001/20151231,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,2,11
38,91Q,2015,20150401/20150630,"INSTITUTO DE ECOLOGÍA, A.C.",2,1
38,91Q,2015,20150701/20150930,"INSTITUTO DE ECOLOGÍA, A.C.",2,6
38,91Q,2015,20151001/20151231,"INSTITUTO DE ECOLOGÍA, A.C.",2,1
38,91Q,2015,20150101/20150331,"INSTITUTO DE ECOLOGÍA, A.C.",2,1
38,91S,2015,20150401/20150630,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGÍAS LIMPIAS,3,9
38,91S,2015,20150401/20150630,INSTITUTO DE INVESTIGACIONES DOCTOR JOSÉ MARÍA LUIS MORA,1,4
38,91S,2015,20150701/20150930,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGÍAS LIMPIAS,3,16
38,91S,2015,20150701/20150930,INSTITUTO DE INVESTIGACIONES DOCTOR JOSÉ MARÍA LUIS MORA,1,2
38,91S,2015,20151001/20151231,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGÍAS LIMPIAS,2,4
38,91S,2015,20150101/20150331,INSTITUTO DE INVESTIGACIONES DOCTOR JOSÉ MARÍA LUIS MORA,1,2
38,91S,2015,20150101/20150331,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGÍAS LIMPIAS,2,9
38,91U,2015,20150401/20150630,"INSTITUTO NACIONAL DE ASTROFÍSICA, ÓPTICA Y ELECTRÓNICA",1,4
38,91U,2015,20150701/20150930,"INSTITUTO NACIONAL DE ASTROFÍSICA, ÓPTICA Y ELECTRÓNICA",1,1
38,91U,2015,20151001/20151231,"INSTITUTO NACIONAL DE ASTROFÍSICA, ÓPTICA Y ELECTRÓNICA",2,8
38,91U,2015,20150101/20150331,"INSTITUTO NACIONAL DE ASTROFÍSICA, ÓPTICA Y ELECTRÓNICA",1,4
47,AYG,2015,20150401/20150630,"NOTIMEX, AGENCIA DE NOTICIAS DEL ESTADO MEXICANO",1,4
47,AYG,2015,20150701/20150930,"NOTIMEX, AGENCIA DE NOTICIAS DEL ESTADO MEXICANO",2,3
47,AYG,2015,20151001/20151231,"NOTIMEX, AGENCIA DE NOTICIAS DEL ESTADO MEXICANO",1,2
47,AYG,2015,20150101/20150331,"NOTIMEX, AGENCIA DE NOTICIAS DEL ESTADO MEXICANO",1,3
47,AYJ,2015,20150401/20150630,COMISIÓN NACIONAL DE PROTECCIÓN SOCIAL EN SALUD,2,7
47,AYJ,2015,20150401/20150630,AGENCIA ESPACIAL MEXICANA,1,3
47,AYJ,2015,20150401/20150630,COMISIÓN FEDERAL PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS,1,11
47,AYJ,2015,20150401/20150630,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,1,11
47,AYJ,2015,20150701/20150930,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,1,1
47,AYJ,2015,20150701/20150930,AGENCIA ESPACIAL MEXICANA,1,3
47,AYJ,2015,20150701/20150930,COMISIÓN NACIONAL DE PROTECCIÓN SOCIAL EN SALUD,1,7
47,AYJ,2015,20150701/20150930,COMISIÓN FEDERAL PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS,2,7
47,AYJ,2015,20151001/20151231,AGENCIA ESPACIAL MEXICANA,1,1
47,AYJ,2015,20151001/20151231,COMISIÓN FEDERAL PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS,1,4
47,AYJ,2015,20151001/20151231,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,1,6
47,AYJ,2015,20151001/20151231,COMISIÓN NACIONAL DE PROTECCIÓN SOCIAL EN SALUD,1,7
47,AYJ,2015,20150101/20150331,COMISIÓN NACIONAL DE PROTECCIÓN SOCIAL EN SALUD,1,11
47,AYJ,2015,20150101/20150331,AGENCIA ESPACIAL MEXICANA,1,2
47,AYJ,2015,20150101/20150331,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,1,6
47,AYJ,2015,20150101/20150331,COMISIÓN FEDERAL PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS,1,3
47,HHG,2015,20150401/20150630,INSTITUTO NACIONAL DE LAS MUJERES,1,6
47,HHG,2015,20150701/20150930,INSTITUTO NACIONAL DE LAS MUJERES,1,8
47,HHG,2015,20151001/20151231,INSTITUTO NACIONAL DE LAS MUJERES,3,16
47,HHG,2015,20150101/20150331,INSTITUTO NACIONAL DE LAS MUJERES,1,7
48,0,2015,20150401/20150630,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,11,44
48,0,2015,20150701/20150930,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,11,60
48,0,2015,20151001/20151231,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,12,43
48,0,2015,20150101/20150331,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,11,58
2,0,2016,20161001/20161231,PRESIDENCIA DE LA REPÚBLICA,1,2
2,0,2016,20160101/20160331,PRESIDENCIA DE LA REPÚBLICA,1,2
2,0,2016,20160401/20160630,PRESIDENCIA DE LA REPÚBLICA,2,13
2,0,2016,20160701/20160930,PRESIDENCIA DE LA REPÚBLICA,2,10
4,D00,2016,20160101/20160331,PREVENCION Y READAPTACION SOCIAL,2,4
4,D00,2016,20160401/20160630,PREVENCION Y READAPTACION SOCIAL,3,8
4,D00,2016,20160701/20160930,PREVENCION Y READAPTACION SOCIAL,4,13
4,D00,2016,20161001/20161231,PREVENCION Y READAPTACION SOCIAL,2,2
4,I00,2016,20161001/20161231,"CENTRO DE INVESTIGACIÓN EN CIENCIAS DE INFORMACIÓN GEOESPACIAL, A.C.",1,7
4,I00,2016,20161001/20161231,"CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO, A.C.",1,4
4,I00,2016,20161001/20161231,CENTRO DE ENSEÑANZA TÉCNICA INDUSTRIAL,1,1
4,I00,2016,20161001/20161231,"CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS, A.C.",1,1
4,I00,2016,20160101/20160331,"CENTRO DE INVESTIGACIÓN EN CIENCIAS DE INFORMACIÓN GEOESPACIAL, A.C.",1,6
4,I00,2016,20160101/20160331,CENTRO DE INVESTIGACIÓN Y SEGURIDAD NACIONAL,3,5
4,I00,2016,20160101/20160331,"CENTRO DE INVESTIGACIÓN EN MATERIALES AVANZADOS, S.C.",1,2
4,I00,2016,20160101/20160331,"CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO, A.C.",1,4
4,I00,2016,20160101/20160331,"CENTRO DE INVESTIGACIÓN CIENTÍFICA DE YUCATÁN, A.C.",1,2
4,I00,2016,20160101/20160331,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",1,5
4,I00,2016,20160101/20160331,CENTRO DE INGENIERÍA Y DESARROLLO INDUSTRIAL,3,1
4,I00,2016,20160101/20160331,CENTRO DE ENSEÑANZA TÉCNICA INDUSTRIAL,1,2
4,I00,2016,20160101/20160331,"CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS, A.C.",1,3
4,I00,2016,20160101/20160331,CENTRO DE INVESTIGACIÓN EN QUÍMICA APLICADA,1,2
4,I00,2016,20160101/20160331,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN,1,2
4,I00,2016,20160101/20160331,"CENTRO DE INVESTIGACIÓN Y DOCENCIA ECONÓMICAS, A.C.",1,1
4,I00,2016,20160401/20160630,CENTRO DE INVESTIGACIÓN Y SEGURIDAD NACIONAL,3,5
4,I00,2016,20160401/20160630,"CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS, A.C.",1,1
4,I00,2016,20160401/20160630,"CENTRO DE INVESTIGACIÓN Y DOCENCIA ECONÓMICAS, A.C.",2,2
4,I00,2016,20160401/20160630,"CENTRO DE INVESTIGACIÓN Y ASISTENCIA EN TECNOLOGÍA Y DISEÑO DEL ESTADO DE JALISCO, A.C.",1,4
4,I00,2016,20160401/20160630,"CENTRO DE INVESTIGACIÓN CIENTÍFICA DE YUCATÁN, A.C.",1,2
4,I00,2016,20160401/20160630,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",2,12
4,I00,2016,20160401/20160630,"CENTRO DE INVESTIGACIÓN EN CIENCIAS DE INFORMACIÓN GEOESPACIAL, A.C.",1,4
4,I00,2016,20160401/20160630,"CENTRO DE INVESTIGACIÓN Y DESARROLLO TECNOLÓGICO EN ELECTROQUÍMICA, S.C.",2,4
4,I00,2016,20160401/20160630,"CENTRO DE INVESTIGACIÓN EN MATERIALES AVANZADOS, S.C.",2,3
4,I00,2016,20160401/20160630,"CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO, A.C.",2,7
4,I00,2016,20160401/20160630,CENTRO DE ENSEÑANZA TÉCNICA INDUSTRIAL,2,8
4,I00,2016,20160401/20160630,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN,2,6
4,I00,2016,20160401/20160630,CENTRO DE INVESTIGACIÓN EN QUÍMICA APLICADA,1,4
4,I00,2016,20160401/20160630,CENTRO DE INGENIERÍA Y DESARROLLO INDUSTRIAL,3,4
4,I00,2016,20160701/20160930,CENTRO DE ENSEÑANZA TÉCNICA INDUSTRIAL,2,2
4,I00,2016,20160701/20160930,"CENTRO DE INVESTIGACIÓN CIENTÍFICA DE YUCATÁN, A.C.",1,3
4,I00,2016,20160701/20160930,CENTRO DE INVESTIGACIÓN EN QUÍMICA APLICADA,1,1
4,I00,2016,20160701/20160930,"CENTRO DE INVESTIGACIÓN Y DESARROLLO TECNOLÓGICO EN ELECTROQUÍMICA, S.C.",1,1
4,I00,2016,20160701/20160930,"CENTRO DE INVESTIGACIÓN EN MATERIALES AVANZADOS, S.C.",1,2
4,I00,2016,20160701/20160930,"CENTRO DE INVESTIGACIÓN EN CIENCIAS DE INFORMACIÓN GEOESPACIAL, A.C.",1,2
4,I00,2016,20160701/20160930,CENTRO DE INGENIERÍA Y DESARROLLO INDUSTRIAL,2,5
4,I00,2016,20160701/20160930,"CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS, A.C.",2,6
4,I00,2016,20160701/20160930,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN,1,2
4,I00,2016,20160701/20160930,"CENTRO DE INVESTIGACIÓN Y DOCENCIA ECONÓMICAS, A.C.",2,5
4,I00,2016,20160701/20160930,CENTRO DE INVESTIGACIÓN Y SEGURIDAD NACIONAL,4,12
4,I00,2016,20160701/20160930,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",1,3
4,I00,2016,20160701/20160930,"CENTRO DE INVESTIGACIÓN Y ASISTENCIA EN TECNOLOGÍA Y DISEÑO DEL ESTADO DE JALISCO, A.C.",1,3
4,I00,2016,20160701/20160930,"CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO, A.C.",1,8
4,I00,2016,20161001/20161231,CENTRO DE INGENIERÍA Y DESARROLLO INDUSTRIAL,2,3
4,I00,2016,20161001/20161231,"CENTRO DE INVESTIGACIÓN Y ASISTENCIA EN TECNOLOGÍA Y DISEÑO DEL ESTADO DE JALISCO, A.C.",1,0
